BA,Local date,Time zone,Generation only?,Demand forecast,Demand,Net generation,Total interchange,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: GEO,NG: WAT,NG: PS,NG: SUN,NG: SNB,NG: WND,NG: WNB,NG: BAT,NG: OES,NG: UES,NG: OTH,NG: UNK,AZPS,BANC,BPAT,CEN,CFE,IID,LDWP,NEVP,PACW,SRP,TIDC,WALC,Subregion PGAE,Subregion SDGE,Subregion SCE,Subregion VEA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
CISO,02Mar2024,Pacific,N,"513,366","526,833","431,504","-101,993",0,"135,512","54,145",664,,"76,699",,"85,677",,"78,936",,,,,-131,,"-30,564","4,662","14,281",910,,"-9,820","-3,614","-29,737",333,"-40,375","-1,321","-6,748","242,200","46,848","236,096","1,695",,0.90,2.03,0,"55,029",,"1,183","56,835","31,075","3,481","84,429","447,006","548,999",0.28,0.34
CISO,03Mar2024,Pacific,N,"487,751","511,091","438,235","-70,651",0,"151,772","54,208",331,,"78,248",,"76,013",,"82,750",,,,,"-5,086",,"-26,268","7,347","24,000",693,,"-9,133","4,915","-29,443",455,"-38,120","-1,323","-3,774","236,051","47,310","225,862","1,871",,0.89,2.03,0,"61,556",,"1,171","63,067","25,627","5,900","82,794","459,759","530,410",0.30,0.34
CISO,04Mar2024,Pacific,N,"521,767","546,321","487,204","-53,516",0,"200,820","54,249",961,,"70,223",,"84,444",,"74,512",,,,,"1,996",,"-22,808","11,323","19,146","4,788",,"-9,416","10,917","-28,395",387,"-36,137",-801,"-2,520","253,021","46,771","244,612","1,913",,0.89,2.03,0,"81,446",884,"1,153","83,482","24,442","8,124","99,800","504,615","558,131",0.36,0.39
CISO,05Mar2024,Pacific,N,"520,453","553,032","520,871","-26,302",0,"243,946","54,265",961,,"72,402",,"100,852",,"60,531",,,,,"-12,085",,"-20,154","19,149","30,988","2,128",,"-8,299","15,550","-26,231",250,"-37,528",-703,"-1,452","256,483","46,291","248,444","1,812",,0.89,2.03,0,"98,914",885,"1,134","100,934","24,108","13,011","112,031","542,974","569,276",0.41,0.43
CISO,06Mar2024,Pacific,N,"537,494","560,023","501,620","-55,431",0,"248,550","54,166",975,,"70,996",,"79,704",,"43,769",,,,,"3,454",,"-23,038","8,441","24,460","3,122",,"-8,532","12,173","-29,048",60,"-39,481",-713,"-2,875","252,712","48,001","257,508","1,800",,0.89,2.03,0,"100,661",898,"1,014","102,573","27,376","10,293","119,657","516,067","571,498",0.44,0.46
CISO,07Mar2024,Pacific,N,"521,789","551,656","526,919","-19,997",0,"222,358","54,272",970,,"72,009",,"89,188",,"91,981",,,,,"-3,860",,"-16,374","9,306","19,008","4,741",,"-8,067","27,518","-22,177",-82,"-31,125",-863,"-1,882","247,762","48,990","253,126","1,780",,0.89,2.03,0,"90,021",893,"1,218","92,133","21,072","10,973","102,232","543,489","563,486",0.37,0.40
CISO,08Mar2024,Pacific,N,"495,687","521,928","477,490","-38,417",0,"218,136","54,344",968,,"67,482",,"108,423",,"30,253",,,,,"-2,113",,"-14,746","3,772","12,356","5,486",,"-8,371","20,682","-24,476",-94,"-31,451",-825,-750,"232,776","44,507","242,783","1,861",,0.89,2.03,0,"88,500",891,"1,056","90,448","21,872","9,006","103,314","496,684","535,101",0.40,0.43
CISO,09Mar2024,Pacific,N,"463,234","488,964","418,790","-54,578",0,"180,502","54,332",950,,"67,308",,"105,055",,"18,264",,,,,"-7,613",,"-12,837","-1,076","6,350","3,204",,"-9,922","16,246","-25,003",-224,"-30,633",-907,224,"222,929","41,283","222,915","1,837",,0.89,2.03,0,"72,925",875,992,"74,791","20,185","5,962","89,015","442,126","496,704",0.37,0.40
CISO,10Mar2024,Pacific,N,"428,085","450,959","370,970","-73,474",0,"138,774","52,093",945,,"66,857",,"88,777",,"26,683",,,,,"-3,158",,"-17,681","-3,167","-1,091","3,991",,"-9,943","12,089","-24,693",-337,"-31,603",-563,-476,"208,812","37,933","202,438","1,771",,0.89,2.03,0,"56,224",870,943,"58,036","21,480","4,196","75,320","387,488","460,962",0.33,0.36
CISO,11Mar2024,Pacific,N,"499,839","525,141","454,144",,0,"163,042","54,376","1,299",,"67,253",,"98,784",,"71,358",,,,,"-1,965",,"-20,986","2,774","5,436","5,037",,"-7,788","13,343","-24,118",-224,"-40,402",-224,"-1,496","237,916","46,278","239,251","1,698",,0.90,2.03,0,"66,239","1,197","1,173","68,608","21,131","4,989","84,750","472,563","541,211",0.32,0.35
CISO,12Mar2024,Pacific,N,"514,731","550,405","457,453","-89,364",0,"141,602","54,384","1,688",,"76,877",,"97,216",,"88,714",,,,,"-3,020",,"-21,106","-1,965","-4,518","5,532",,"-8,264","5,015","-22,747",-247,"-37,736",-211,"-3,117","247,053","48,022","253,577","1,756",,0.89,2.03,0,"57,270","1,556","1,275","60,101","23,854","2,744","81,210","478,218","567,582",0.28,0.32
CISO,13Mar2024,Pacific,N,"500,078","532,909","464,055","-64,803",0,"140,499","54,438","1,608",,"68,079",,"110,908",,"92,272",,,,,"-3,744",,"-17,752",-44,"6,420","5,562",,"-8,008","9,574","-23,335",256,"-35,805",-304,"-1,367","237,640","45,610","247,818","1,842",,0.89,2.03,0,"56,911","1,482","1,305","59,698","22,183","4,504","77,376","484,912","549,715",0.27,0.31
CISO,14Mar2024,Pacific,N,"493,118","521,708","485,240",,0,"166,615","54,463","1,678",,"79,404",,"103,806",,"76,501",,,,,"2,771",,"-16,079","8,089","17,045","5,707",,"-6,532","16,615","-23,842",301,"-31,465",-235,"-1,431","229,901","48,742","241,005","2,060",,0.89,2.03,0,"67,294","1,547","1,278","70,118","19,725","6,691","83,153","504,117","535,944",0.31,0.34
CISO,15Mar2024,Pacific,N,"500,457","519,182","429,905",,0,"181,586","54,378","1,886",,"70,625",,"79,086",,"41,892",,,,,450,,"-20,379","-5,674","-1,495","4,059",,"-7,165","12,382","-25,257",-279,"-36,663",-281,"-2,333","227,990","45,190","244,293","1,705",,0.89,2.03,0,"73,486","1,740",994,"76,220","25,028","3,351","97,897","444,710","527,795",0.38,0.41
CISO,16Mar2024,Pacific,N,"450,632","476,045","396,620",,0,"161,416","54,411","1,856",,"69,201",,"89,940",,"23,498",,,,,"-3,704",,"-12,824",-665,"4,276","1,312",,"-7,794","11,530","-26,979",-237,"-30,508",-33,"-1,276","206,517","40,587","227,145","1,795",,0.89,2.03,0,"65,191","1,711",952,"67,854","21,895","3,559","86,190","413,287","476,485",0.36,0.40
CISO,17Mar2024,Pacific,N,"432,926","462,483","399,337","-51,238",0,"158,655","54,415","1,807",,"71,554",,"99,648",,"22,363",,,,,"-9,107",,"-16,545","5,728","7,386","1,058",,"-8,268","10,415","-22,052",-259,"-27,952",80,-829,"202,574","40,173","217,958","1,785",,0.89,2.03,0,"64,279","1,666","1,005","66,950","18,951","4,170","81,731","424,609","475,847",0.35,0.38
CISO,18Mar2024,Pacific,N,"493,497","525,397","453,085","-61,668",0,"193,678","54,418","1,494",,"72,789",,"109,582",,"20,909",,,,,217,,"-15,803","4,356","5,621","1,854",,"-8,595","8,817","-23,957",-240,"-32,559",38,"-1,200","228,815","46,822","248,045","1,719",,0.89,2.03,0,"78,453","1,376","1,050","80,878","21,102","3,934","98,046","471,036","532,704",0.38,0.41
CISO,19Mar2024,Pacific,N,"501,106","517,936","440,728","-71,691",0,"167,385","54,412",991,,"70,395",,"120,443",,"34,610",,,,,"-7,512",,"-15,344","2,565","-2,040","5,401",,"-9,089","5,054","-24,464",-349,"-33,520",-85,180,"230,025","43,929","242,312","1,674",,0.89,2.02,0,"67,901",910,"1,128","69,939","22,314","4,133","88,120","464,755","536,446",0.33,0.36
CISO,20Mar2024,Pacific,N,"501,303","518,292","434,974","-75,918",0,"130,700","54,409",978,,"64,779",,"119,186",,"68,874",,,,,"-3,949",,"-13,181","2,929","-7,516","3,235",,"-8,495","-1,306","-21,562",-411,"-30,019",-44,452,"231,771","43,430","241,478","1,617",,0.89,2.03,0,"52,916",901,"1,247","55,063","20,423","3,677","71,809","459,238","535,156",0.26,0.30
CISO,21Mar2024,Pacific,N,"491,849","516,149","431,878","-79,156",0,"116,687","54,417","1,405",,"72,560",,"115,517",,"74,003",,,,,"-2,709",,"-15,560","1,313","-2,198","1,977",,"-7,357","-3,838","-22,268",-367,"-31,728",-121,991,"231,933","44,101","238,556","1,562",,0.89,2.03,0,"47,217","1,295","1,270","49,782","22,891","3,700","68,973","451,734","530,890",0.24,0.29
CISO,22Mar2024,Pacific,N,"491,727","527,054","437,224","-87,344",0,"131,812","54,383","1,832",,"77,463",,"119,543",,"55,457",,,,,"-3,272",,"-16,817","-3,983","-2,269","2,506",,"-8,001","-1,362","-25,637",-396,"-29,270",-308,"-1,807","239,952","43,367","242,189","1,548",,0.89,2.03,0,"53,400","1,688","1,230","56,318","23,844","2,707","77,455","456,811","544,155",0.27,0.31
CISO,23Mar2024,Pacific,N,"481,836","496,358","398,056","-94,869",0,"96,399","54,313","1,834",,"78,821",,"84,828",,"83,008",,,,,"-1,145",,"-16,750","-1,550","-4,325","1,870",,"-7,692","-6,386","-25,230",-444,"-32,091",-157,"-2,114","222,641","45,050","227,107","1,556",,0.89,2.03,0,"39,045","1,688","1,205","41,938","24,360","2,338","63,961","414,849","509,718",0.22,0.28
CISO,24Mar2024,Pacific,N,"459,910","475,755","396,271","-79,021",0,"76,783","54,368","1,841",,"77,986",,"93,728",,"97,224",,,,,"-5,659",,"-16,190",606,"-6,658","3,278",,"-9,292","1,966","-21,892",-243,"-28,717",-75,"-1,804","213,483","41,051","219,505","1,722",,0.90,2.03,0,"31,242","1,695","1,271","34,208","20,594","2,474","52,328","412,648","491,669",0.18,0.23
CISO,25Mar2024,Pacific,N,"489,598","518,657","428,497","-82,586",0,"92,057","54,480","1,800",,"74,226",,"111,756",,"91,133",,,,,"3,042",,"-16,865","-4,552","-11,359","4,750",,"-8,100","5,038","-21,000",8,"-29,391",-61,"-1,054","231,016","44,150","241,746","1,744",,0.90,2.03,0,"37,413","1,657","1,341","40,411","20,358","2,749","58,021","446,191","528,777",0.20,0.24
CISO,26Mar2024,Pacific,N,"499,905","518,080","443,665","-67,976",0,"109,247","54,503","1,824",,"71,964",,"119,307",,"89,503",,,,,"-2,687",,"-15,501","-1,696","-9,724","4,751",,"-7,500","5,728","-18,401",9,"-24,809",-3,-830,"230,593","46,176","239,693","1,620",,0.89,2.03,0,"44,186","1,681","1,351","47,218","19,531","3,569","63,181","466,005","533,981",0.22,0.26
CISO,27Mar2024,Pacific,N,"510,418","541,749","431,781","-106,571",0,"131,257","54,490","1,846",,"81,344",,"109,225",,"52,690",,,,,929,,"-17,060","2,297","-6,954","2,963",,"-9,577","-15,517","-24,981",9,"-34,365",-104,"-3,282","252,182","43,213","244,628","1,726",,0.89,2.03,0,"52,964","1,701","1,210","55,874","24,594","1,359","79,109","450,933","557,504",0.27,0.31
CISO,28Mar2024,Pacific,N,"505,470","528,638","439,221","-92,703",0,"140,443","54,429","1,846",,"75,106",,"95,212",,"76,517",,,,,"-4,332",,"-15,928","8,088","2,109","1,360",,"-8,747","-16,947","-25,505",8,"-32,035",-73,"-5,033","239,875","45,603","241,577","1,586",,0.90,2.03,0,"57,078","1,702","1,215","59,995","25,674","2,645","83,024","461,656","554,359",0.29,0.33
CISO,29Mar2024,Pacific,N,"517,397","535,979","462,432","-78,008",0,"162,795","54,465","1,773",,"78,939",,"94,915",,"71,569",,,,,"-2,020",,"-16,618","10,157","4,434",-33,,"-9,414","-5,261","-24,864",7,"-29,671",-82,"-6,663","256,719","41,858","235,789","1,617",,0.90,2.03,0,"66,165","1,634","1,198","68,997","23,131","2,900","89,227","479,354","557,362",0.32,0.35
CISO,30Mar2024,Pacific,N,"486,128","510,638","415,463","-97,618",0,"155,781","54,391","1,556",,"78,853",,"80,026",,"44,997",,,,,-138,,"-22,083","5,512","5,399","1,187",,"-10,014","-11,289","-25,971",0,"-32,173",-54,"-8,132","219,638","50,126","239,234","1,639",,0.89,2.03,0,"62,969","1,434","1,026","65,429","26,808","2,341","89,896","426,867","524,485",0.34,0.38
CISO,31Mar2024,Pacific,N,"457,201","479,045","382,631","-95,046",0,"129,226","54,358","1,695",,"74,373",,"96,067",,"36,353",,,,,"-9,438",,"-24,227","5,333","2,874",-770,,"-9,670","-8,466","-23,182",0,"-32,234",17,"-4,721","204,375","45,242","227,610","1,809",,0.89,2.03,0,"52,401","1,562","1,042","55,005","27,430","2,546","79,890","404,645","499,691",0.30,0.35
CISO,01Apr2024,Pacific,N,"486,723","499,116","425,356","-69,659",0,"147,571","54,397","1,847",,"71,448",,"113,000",,"37,639",,,,,-549,,"-21,365","9,491",-700,534,,"-9,166","1,647","-22,150",6,"-23,655",251,"-4,552","217,534","42,798","237,095","1,690",,0.89,2.03,0,"59,775","1,702","1,115","62,592","23,556","3,604","82,544","442,338","511,997",0.31,0.36
CISO,02Apr2024,Pacific,N,"489,726","513,893","418,717","-84,980",0,"154,915","54,381","1,837",,"69,532",,"114,456",,"25,872",,,,,"-2,272",,"-25,405","6,690","-3,313",827,,"-8,529","-3,032","-26,359",8,"-23,455",74,"-2,486","225,252","44,117","242,894","1,628",,0.90,2.03,0,"62,942","1,694","1,086","65,722","24,514","3,446","86,789","441,993","526,973",0.33,0.36
CISO,03Apr2024,Pacific,N,"494,388","526,686","441,099","-77,020",0,"143,543","54,380","1,809",,"74,529",,"123,622",,"46,203",,,,,"-2,989",,"-26,500","6,497","1,001","2,708",,"-8,531","-1,664","-26,824",,"-21,006",158,"-2,867","233,526","44,051","247,560","1,546",,0.90,2.03,0,"58,292","1,666","1,212","61,170","25,309","4,118","82,361","463,716","540,736",0.29,0.34
CISO,04Apr2024,Pacific,N,"535,871","562,311","483,168","-84,468",0,"177,617","54,387","1,724",,"79,564",,"106,764",,"64,186",,,,,"-1,068",,"-32,968","11,673","7,197","3,188",,"-9,825","-5,415","-27,678",,"-25,904",174,"-4,919","257,597","45,460","257,737","1,520",,0.89,2.03,0,"71,843","1,589","1,228","74,660","26,704","4,239","97,125","502,059","586,527",0.33,0.37
CISO,05Apr2024,Pacific,N,"525,770","554,091","433,558","-120,720",0,"144,005","54,377","1,724",,"73,087",,"96,473",,"67,409",,,,,"-3,513",,"-27,783",-338,"-10,420","1,353",,"-10,027","-9,626","-29,734",10,"-28,813",-176,"-5,166","246,978","46,923","258,314","1,874",,0.90,2.03,0,"58,575","1,588","1,179","61,343","28,381","1,346","88,377","455,542","576,262",0.30,0.34
CISO,06Apr2024,Pacific,N,"456,466","489,816","393,098","-90,134",0,"127,417","48,773","1,781",,"60,112",,"103,583",,"55,321",,,,,"-3,887",,"-21,600","5,081","-2,226",481,,"-9,256","-2,788","-27,842",9,"-29,754",24,"-2,263","224,855","39,960","223,172","1,829",,0.90,2.03,0,"51,858","1,641","1,092","54,591","26,751","3,617","77,726","416,123","506,257",0.29,0.34
CISO,07Apr2024,Pacific,N,"432,120","465,999","386,859","-72,374",0,"142,546","27,456","1,794",,"60,671",,"95,931",,"64,098",,,,,"-5,630",,"-20,935","9,017","2,909","1,085",,"-8,941","2,466","-27,713",9,"-27,925",110,"-2,456","215,160","39,190","209,877","1,774",,0.89,2.03,0,"57,779","1,653","1,017","60,449","23,628","4,138","79,939","411,618","483,992",0.32,0.36
CISO,08Apr2024,Pacific,N,"479,808","511,442","422,858","-85,158",0,"149,356","27,428","1,791",,"69,493",,"116,820",,"58,994",,,,,"-1,019",,"-18,517","1,732","-2,778","2,715",,"-9,307","1,076","-27,445",8,"-30,311",-100,"-2,231","226,631","43,421","239,848","1,546",,0.89,2.03,0,"60,315","1,649","1,108","63,072","25,304","2,725","85,651","442,269","527,427",0.31,0.36
CISO,09Apr2024,Pacific,N,"483,731","516,449","404,727","-109,240",0,"151,864","27,424","1,785",,"70,783",,"124,230",,"29,667",,,,,"-1,032",,"-19,830","-6,702","-13,453","3,404",,"-7,684","-3,277","-28,026",8,"-31,232",-239,"-2,209","226,526","41,827","246,386","1,709",,0.89,2.03,0,"61,489","1,646","1,038","64,173","27,523","2,415","89,280","426,446","535,686",0.33,0.37
CISO,10Apr2024,Pacific,N,"492,402","524,365","463,442","-51,421",0,"195,231","27,418","1,770",,"76,636",,"143,308",,"16,825",,,,,"2,246",,"-17,226","12,736","9,579","3,064",,"-6,718","2,452","-26,243",7,"-26,444",-44,"-2,584","229,866","42,002","250,826","1,670",,0.89,2.03,0,"79,215","1,631","1,082","81,928","24,488","5,440","100,977","481,203","532,624",0.38,0.42
CISO,11Apr2024,Pacific,N,"495,746","533,402","478,650","-47,404",0,"201,898","27,416","1,748",,"76,474",,"155,582",,"18,839",,,,,"-3,308",,"-16,470","15,669","8,292","3,180",,"-5,898",139,"-24,571",7,"-26,462",783,"-2,073","234,959","41,515","255,338","1,591",,0.90,2.03,0,"81,980","1,611","1,110","84,701","25,736","6,801","103,636","495,168","542,572",0.38,0.42
CISO,12Apr2024,Pacific,N,"476,718","534,051","477,684","-54,796",0,"174,624","27,409","1,748",,"67,080",,"151,572",,"57,958",,,,,"-2,707",,"-20,462","14,454","9,615","4,072",,"-5,957","-7,332","-19,900",8,"-26,629",-78,"-2,587","233,370","48,819","250,242","1,623",,0.89,2.03,0,"70,784","1,611","1,216","73,610","26,539","5,342","94,808","495,778","550,574",0.33,0.38
CISO,13Apr2024,Pacific,N,"494,466","515,213","435,574","-79,528",0,"161,288","27,398","1,506",,"73,380",,"106,458",,"70,457",,,,,"-4,908",,"-20,850","8,659","3,394","2,732",,"-7,825","-13,912","-22,932",8,"-25,566",-125,"-3,111","237,485","42,892","233,335","1,501",,0.89,2.03,0,"65,434","1,386","1,112","67,933","25,659","3,047","90,544","455,025","534,553",0.33,0.37
CISO,14Apr2024,Pacific,N,"460,173","491,973","401,601","-92,129",0,"137,620","27,359",396,,"66,890",,"111,545",,"59,034",,,,,"-1,245",,"-19,480","4,911",181,"2,010",,"-7,724","-17,690","-24,611",,"-24,961",-270,"-4,504","223,110","38,283","228,948","1,639",,0.89,2.03,0,"55,537",,"1,067","56,992","25,667","2,022","80,637","418,295","510,424",0.30,0.35
CISO,15Apr2024,Pacific,N,"485,147","515,080","419,015","-93,417",0,"137,123","27,377",-29,,"64,535",,"126,336",,"67,652",,,,,"-3,984",,"-22,301",158,"-9,164","3,430",,"-6,756","-12,323","-21,730",8,"-22,314","1,241","-3,666","230,806","42,334","240,257","1,689",,0.89,2.02,0,"55,580",,"1,162","56,742","24,489","2,378","78,853","442,395","535,812",0.28,0.32
CISO,16Apr2024,Pacific,N,"485,073","519,858","411,945","-102,438",0,"144,877","27,400",0,,"70,975",,"134,208",,"35,210",,,,,-714,,"-23,232","-6,587","-8,944","4,146",,"-6,491","-16,571","-24,740",8,"-24,092","6,725","-2,660","226,915","42,431","248,804","1,706",,0.89,,0,"58,652",0,"1,114","59,766","27,135","2,594","84,307","437,499","539,937",0.30,0.34
CISO,17Apr2024,Pacific,N,"489,826","531,165","465,612","-63,000",0,"169,292","27,367",0,,"79,465",,"136,939",,"57,963",,,,,"-5,411",,"-21,175",-850,"7,141","2,222",,"-5,896","-5,445","-21,202",7,"-22,482","7,388","-2,708","234,441","42,496","252,713","1,516",,0.89,,0,"68,444",0,"1,218","69,663","23,074","3,895","88,841","489,353","552,353",0.31,0.35
CISO,18Apr2024,Pacific,N,"496,663","533,965","476,562","-56,945",0,"173,728","27,345",31,,"82,872",,"130,628",,"64,927",,,,,"-2,966",,"-21,071",744,"6,172",956,,"-5,324","-4,521","-19,935",7,"-18,306","8,858","-4,525","235,731","43,068","253,517","1,649",,0.89,2.03,0,"70,410",29,"1,232","71,670","22,875","4,196","90,348","497,342","554,287",0.32,0.36
CISO,19Apr2024,Pacific,N,"481,558","523,342","496,649","-23,967",0,"152,262","27,339",791,,"73,221",,"147,307",,"94,245",,,,,"1,492",,"-12,316","1,968","4,624","1,914",,"-4,985","9,058","-16,028",6,"-14,035","8,203","-2,376","234,321","42,200","245,302","1,518",,0.89,2.03,0,"61,574",729,"1,380","63,682","17,092","5,033","75,741","515,527","539,494",0.27,0.31
CISO,20Apr2024,Pacific,N,"443,250","479,647","458,934",,0,"122,939","27,364",826,,"75,565",,"153,421",,"79,901",,,,,"-1,085",,"-12,674","2,366","8,037","6,501",,"-4,250","8,398","-16,630",7,"-16,832","7,148",-944,"213,505","40,113","224,276","1,753",,0.89,2.02,0,"49,854",758,"1,349","51,961","19,264","6,613","64,612","478,302","497,175",0.24,0.29
CISO,21Apr2024,Pacific,N,"441,808","478,986","410,279","-59,698",0,"122,052","27,392",824,,"77,372",,"149,003",,"37,283",,,,,"-3,652",,"-10,293","-8,257","-6,369","5,028",,"-5,476","-3,397","-20,846",7,"-16,038","6,641",-698,"212,019","38,705","226,556","1,705",,0.89,2.02,0,"49,414",756,"1,188","51,358","20,416","4,272","67,502","435,134","494,832",0.26,0.30
CISO,22Apr2024,Pacific,N,"497,363","548,661","469,934","-80,676",0,"157,584","27,366",598,,"87,017",,"159,424",,"41,115",,,,,"-3,165",,"-19,798","-8,874","-5,058","4,175",,"-5,806","-4,343","-22,909",6,"-22,891","7,959","-3,137","242,384","48,680","255,624","1,971",,0.90,2.02,0,"64,017",549,"1,263","65,829","24,739","2,722","87,845","489,973","570,649",0.30,0.34
CISO,23Apr2024,Pacific,N,"493,065","538,908","515,583","-29,890",0,"166,259","27,309",474,,"83,065",,"160,699",,"79,462",,,,,"-1,682",,"-15,303","-2,880","11,797","2,613",,"-6,082","7,685","-16,077",7,"-16,805","8,460","-3,305","240,334","45,869","250,792","1,916",,0.89,2.02,0,"67,325",435,"1,396","69,156","18,358","4,956","82,557","533,451","563,341",0.29,0.32
CISO,24Apr2024,Pacific,N,"499,250","538,324","477,027","-64,198",0,"141,920","27,313",865,,"80,070",,"137,376",,"92,882",,,,,"-3,397",,"-11,621","-14,526","-12,452","5,100",,"-5,977","9,018","-17,796",6,"-19,397","6,714","-3,267","247,342","43,570","245,469","1,937",,0.89,2.03,0,"57,299",795,"1,358","59,453","19,301","3,437","75,317","499,589","563,787",0.26,0.29
CISO,25Apr2024,Pacific,N,"505,959","538,753","492,219","-49,473",0,"132,098","27,349",872,,"84,126",,"137,502",,"113,451",,,,,"-3,175",,"-18,177","-6,403","4,567","3,223",,"-7,170","16,164","-19,654",7,"-25,384","7,589","-4,235","238,126","46,195","252,747","1,686",,0.89,2.03,0,"53,622",801,"1,443","55,866","21,428","4,520","72,774","512,129","561,602",0.24,0.29
CISO,26Apr2024,Pacific,N,"497,510","528,828","470,647","-66,848",0,"113,412","27,390",867,,"85,737",,"133,582",,"111,046",,,,,"-1,382",,"-21,156","-9,649",42,"1,484",,"-8,415","12,534","-18,003",5,"-25,034","7,437","-6,093","234,506","45,306","247,663","1,353",,0.89,2.02,0,"46,024",796,"1,423","48,243","22,390","3,259","67,374","488,052","554,900",0.22,0.27
CISO,27Apr2024,Pacific,N,"442,313","477,051","437,509","-34,520",0,"116,354","27,425",848,,"70,601",,"132,471",,"96,922",,,,,"-7,116",,"-14,272",418,"6,945","2,695",,"-6,060","6,683","-14,886",0,"-21,164","8,705","-3,584","212,376","40,700","222,244","1,731",,0.89,2.03,0,"47,204",780,"1,329","49,313","18,427","5,450","62,290","466,420","500,940",0.23,0.27
CISO,28Apr2024,Pacific,N,"423,956","461,244","421,060","-33,627",0,"119,690","27,439",848,,"64,767",,"133,997",,"79,603",,,,,"-5,288",,"-14,131","5,209","8,800","4,641",,"-6,286","2,491","-17,459",0,"-22,415","8,599","-3,076","206,137","37,962","215,421","1,722",,0.89,2.03,0,"48,323",780,"1,247","50,350","20,301","6,077","64,573","448,220","481,847",0.25,0.30
CISO,29Apr2024,Pacific,N,"478,518","520,135","498,595","-19,298",0,"140,360","27,459",843,,"80,818",,"160,726",,"89,118",,,,,-732,,"-12,111","3,599","7,927","5,303",,"-5,664","13,717","-19,885",0,"-18,860","9,964","-3,288","224,540","41,660","252,228","1,711",,0.89,2.02,0,"56,640",773,"1,454","58,868","18,200","6,300","70,767","523,352","542,650",0.25,0.29
CISO,30Apr2024,Pacific,N,"489,763","540,910","534,689","-4,707",0,"173,154","27,477",837,,"80,233",,"164,236",,"90,114",,,,,"-1,362",,"-17,915","8,297","13,961","4,488",,"-5,665","25,901","-21,916",0,"-18,842","10,225","-3,241","234,451","43,742","260,984","1,734",,0.89,2.02,0,"70,188",,"1,475","72,432","18,617","8,695","82,354","561,523","566,230",0.28,0.32
CISO,01May2024,Pacific,N,"497,020","550,401","537,951","-10,092",0,"187,091","27,493",81,,"75,735",,"159,998",,"94,802",,,,,"-7,251",,"-14,547","9,428","12,595","2,439",,"-4,749","18,257","-22,245",0,"-17,738","9,350","-2,882","241,563","43,590","263,258","1,994",,0.89,2.02,0,"75,810",,"1,441","77,372","17,829","7,211","87,990","565,813","575,905",0.30,0.34
